strategy,type,entry_time,entry_price,exit_time,exit_price,sl,tp,pnl,return_pct,exit_reason,timeframe
TREND (Donchian+EMA),BUY,2026-06-22 06:00:00-04:00,4231.19990234375,2026-06-22 23:00:00-04:00,4157.49539190095,4157.49539190095,4377.708923229348,-73.7045104427998,-0.737045104427998,SL,M15
TREND (Donchian+EMA),SELL,2026-06-22 23:00:00-04:00,4160.4001953125,2026-06-23 04:00:00-04:00,4110.758995231518,4185.67079535299,4110.758995231518,49.641200080981434,0.49641200080981435,TP,M15
TREND (Donchian+EMA),SELL,2026-06-23 04:00:00-04:00,4111.2,2026-06-23 05:30:00-04:00,4135.8950323067875,4135.8950323067875,4062.7099353864246,-24.695032306787652,-0.2469503230678765,SL,M15
TREND (Donchian+EMA),SELL,2026-06-23 15:45:00-04:00,4129.30009765625,2026-06-23 19:30:00-04:00,4100.224659077975,4144.287816945387,4100.224659077975,29.07543857827477,0.2907543857827477,TP,M15
TREND (Donchian+EMA),SELL,2026-06-23 19:30:00-04:00,4103.30009765625,2026-06-23 20:00:00-04:00,4119.514493360806,4119.514493360806,4071.7713062471385,-16.21439570455641,-0.16214395704556409,SL,M15
TREND (Donchian+EMA),SELL,2026-06-23 22:30:00-04:00,4073.500048828125,2026-06-24 01:30:00-04:00,4101.973209195686,4101.973209195686,4017.453728093004,-28.473160367560922,-0.2847316036756092,SL,M15
TREND (Donchian+EMA),SELL,2026-06-24 07:00:00-04:00,4062.399951171875,2026-06-24 08:15:00-04:00,4024.589788380286,4081.75503256767,4024.589788380286,37.81016279158894,0.37810162791588936,TP,M15
TREND (Donchian+EMA),SELL,2026-06-24 08:15:00-04:00,4031.500048828125,2026-06-26 05:15:00-04:00,4060.22229687824,4060.22229687824,3974.9555527278953,-28.722248050115013,-0.2872224805011502,SL,M15
TREND (Donchian+EMA),BUY,2026-06-26 09:45:00-04:00,4088.999951171875,2026-06-29 01:30:00-04:00,4059.559827899423,4059.559827899423,4146.980197716779,-29.440123272452183,-0.29440123272452184,SL,M15
TREND (Donchian+EMA),SELL,2026-06-29 10:00:00-04:00,4022.500048828125,2026-06-29 21:00:00-04:00,3972.98045684793,4047.709844818223,3972.98045684793,49.519591980194946,0.49519591980194944,TP,M15
TREND (Donchian+EMA),SELL,2026-06-29 21:00:00-04:00,3971.399951171875,2026-06-30 00:30:00-04:00,3999.7574174495403,3999.7574174495403,3915.585018616545,-28.35746627766548,-0.28357466277665483,SL,M15
TREND (Donchian+EMA),SELL,2026-06-30 08:45:00-04:00,4023.59990234375,2026-06-30 09:15:00-04:00,4041.1137779054634,4041.1137779054634,3989.4721512203228,-17.513875561713576,-0.17513875561713577,SL,M15
TREND (Donchian+EMA),SELL,2026-06-30 15:45:00-04:00,4029.899951171875,2026-06-30 20:45:00-04:00,4007.941097494243,4041.329378010691,4007.941097494243,21.95885367763185,0.2195885367763185,TP,M15
TREND (Donchian+EMA),SELL,2026-06-30 21:00:00-04:00,3997.2,2026-07-01 07:00:00-04:00,4014.8289665530597,4014.8289665530597,3962.84206689388,-17.628966553059854,-0.17628966553059855,SL,M15
TREND (Donchian+EMA),BUY,2026-07-01 23:45:00-04:00,4082.600048828125,2026-07-02 08:30:00-04:00,4118.091471755756,4064.4043373643094,4118.091471755756,35.49142292763099,0.35491422927630994,TP,M15
TREND (Donchian+EMA),BUY,2026-07-02 08:30:00-04:00,4145.8,2026-07-05 21:45:00-04:00,4214.630834777218,4110.93458261139,4214.630834777218,68.83083477721812,0.6883083477721812,TP,M15
TREND (Donchian+EMA),BUY,2026-07-07 07:15:00-04:00,4154.5001953125,2026-07-07 08:00:00-04:00,4183.801190292685,4139.399697822408,4183.801190292685,29.30099498018444,0.2930099498018444,TP,M15
TREND (Donchian+EMA),BUY,2026-07-07 08:00:00-04:00,4185.5001953125,2026-07-07 10:00:00-04:00,4165.4217428769125,4165.4217428769125,4224.757100183675,-20.07845243558768,-0.20078452435587676,SL,M15
